collection,reference,best_sell_price,best_sell_country,min_price,min_price_country,profit
LUMINOR,PAM01358,11100.0,USA,7016.063999999999,Japan,4083.9360000000006
LUMINOR,PAM01359,10300.0,USA,6577.56,Japan,3722.4399999999996
LUMINOR,PAM01392,10100.0,USA,6358.308,Japan,3741.692
LUMINOR,PAM01393,10100.0,USA,7997.219999999999,France,2102.7800000000007
LUMINOR,PAM01438,18900.0,USA,11693.44,Japan,7206.5599999999995
LUMINOR,PAM01441,17600.0,USA,11181.852,Japan,6418.147999999999
LUMINOR,PAM01499,10300.0,USA,6577.56,Japan,3722.4399999999996
LUMINOR,PAM01523,10100.0,USA,6358.308,Japan,3741.692
LUMINOR,PAM01535,11600.0,USA,7308.4,Japan,4291.6
LUMINOR,PAM01537,12100.0,USA,7673.82,Japan,4426.18
LUMINOR,PAM01661,17600.0,USA,11181.852,Japan,6418.147999999999
LUMINOR,PAM01662,19600.0,USA,11985.776,Japan,7614.224
LUMINOR,PAM01663,20900.0,USA,13228.204,Japan,7671.796
LUMINOR,PAM01664,17600.0,USA,11181.852,Japan,6418.147999999999
LUMINOR,PAM02392,10100.0,USA,6358.308,Japan,3741.692
LUMINOR-DUE,PAM00674,13200.0,USA,8623.912,Japan,4576.088
LUMINOR-DUE,PAM00675,32100.0,USA,20536.604,Japan,11563.396
LUMINOR-DUE,PAM00676,6577.56,Japan,6577.56,Japan,0.0
LUMINOR-DUE,PAM00677,17905.579999999998,Japan,17905.579999999998,Japan,0.0
LUMINOR-DUE,PAM00729,8989.332,Japan,8989.332,Japan,0.0
LUMINOR-DUE,PAM00739,11547.272,Japan,11547.272,Japan,0.0
LUMINOR-DUE,PAM00741,28500.0,USA,17905.579999999998,Japan,10594.420000000002
LUMINOR-DUE,PAM00755,8000.0,USA,4969.712,Japan,3030.2879999999996
LUMINOR-DUE,PAM00756,12643.532,Japan,12643.532,Japan,0.0
LUMINOR-DUE,PAM00903,4969.712,Japan,4969.712,Japan,0.0
LUMINOR-DUE,PAM00904,8300.0,USA,5188.964,Japan,3111.036
LUMINOR-DUE,PAM00906,5188.964,Japan,5188.964,Japan,0.0
LUMINOR-DUE,PAM00926,9000.0,USA,5700.552,Japan,3299.4480000000003
LUMINOR-DUE,PAM00927,9400.0,USA,5846.719999999999,Japan,3553.2800000000007
LUMINOR-DUE,PAM00943,12900.0,USA,8185.407999999999,Japan,4714.592000000001
LUMINOR-DUE,PAM00944,14200.0,USA,8989.332,Japan,5210.668
LUMINOR-DUE,PAM00964,15500.0,USA,9793.256,Japan,5706.744000000001
LUMINOR-DUE,PAM01029,20000.0,USA,12643.532,Japan,7356.468000000001
LUMINOR-DUE,PAM01041,24000.0,USA,15347.64,Japan,8652.36
LUMINOR-DUE,PAM01042,24000.0,USA,15347.64,Japan,8652.36
LUMINOR-DUE,PAM01043,8000.0,USA,4969.712,Japan,3030.2879999999996
LUMINOR-DUE,PAM01045,20000.0,USA,12643.532,Japan,7356.468000000001
LUMINOR-DUE,PAM01046,8300.0,USA,5188.964,Japan,3111.036
LUMINOR-DUE,PAM01123,9000.0,USA,5700.552,Japan,3299.4480000000003
LUMINOR-DUE,PAM01124,9400.0,USA,5846.719999999999,Japan,3553.2800000000007
LUMINOR-DUE,PAM01247,8000.0,USA,5042.795999999999,Japan,2957.2040000000006
LUMINOR-DUE,PAM01248,8000.0,USA,5042.795999999999,Japan,2957.2040000000006
LUMINOR-DUE,PAM01249,8300.0,USA,5188.964,Japan,3111.036
LUMINOR-DUE,PAM01250,8300.0,USA,5188.964,Japan,3111.036
LUMINOR-DUE,PAM01273,8000.0,USA,5042.795999999999,Japan,2957.2040000000006
LUMINOR-DUE,PAM01274,7178.580000000001,UK,5188.964,Japan,1989.616000000001
LUMINOR-DUE,PAM01280,21400.0,USA,13593.624,Japan,7806.376
LUMINOR-DUE,PAM01306,8000.0,USA,5042.795999999999,Japan,2957.2040000000006
RADIOMIR,PAM00424,10200.0,USA,6504.476,Japan,3695.5240000000003
RADIOMIR,PAM00425,10200.0,USA,6504.476,Japan,3695.5240000000003
RADIOMIR,PAM00514,9800.0,USA,6285.224,Japan,3514.776
RADIOMIR,PAM00515,27200.0,USA,17393.992,Japan,9806.008000000002
RADIOMIR,PAM00572,12900.0,USA,8185.407999999999,Japan,4714.592000000001
RADIOMIR,PAM00574,9600.0,USA,6139.056,Japan,3460.9440000000004
RADIOMIR,PAM00575,22900.0,USA,14616.8,Japan,8283.2
RADIOMIR,PAM00577,14200.0,USA,8989.332,Japan,5210.668
RADIOMIR,PAM00609,7800.0,USA,4969.712,Japan,2830.2879999999996
RADIOMIR,PAM00610,7400.0,USA,4604.292,Japan,2795.7079999999996
RADIOMIR,PAM00619,13600.0,USA,8623.912,Japan,4976.088
RADIOMIR,PAM00620,12600.0,USA,8039.24,Japan,4560.76
RADIOMIR,PAM00628,15100.0,USA,9574.004,Japan,5525.995999999999
RADIOMIR,PAM00655,12600.0,USA,8039.24,Japan,4560.76
RADIOMIR,PAM00657,14900.0,USA,9427.836,Japan,5472.164000000001
RADIOMIR,PAM00753,5700.0,USA,3654.2,Japan,2045.8000000000002
RADIOMIR,PAM00754,6400.0,USA,4092.704,Japan,2307.296
RADIOMIR,PAM00931,11100.0,USA,7016.063999999999,Japan,4083.9360000000006
RADIOMIR,PAM00932,7308.4,Japan,7308.4,Japan,0.0
RADIOMIR,PAM00933,12900.0,USA,8185.407999999999,Japan,4714.592000000001
RADIOMIR,PAM00945,14900.0,USA,9427.836,Japan,5472.164000000001
RADIOMIR,PAM00946,15100.0,USA,9574.004,Japan,5525.995999999999
RADIOMIR,PAM00992,10800.0,USA,6796.812,Japan,4003.188
RADIOMIR,PAM00995,14200.0,USA,8989.332,Japan,5210.668
RADIOMIR,PAM00997,16800.0,USA,10670.264,Japan,6129.736000000001
RADIOMIR,PAM00998,15200.0,USA,9647.088,Japan,5552.912
RADIOMIR,PAM00999,15500.0,USA,9866.34,Japan,5633.66
RADIOMIR,PAM01078,14200.0,USA,8989.332,Japan,5210.668
RADIOMIR,PAM01144,10300.0,USA,6431.392,Japan,3868.608
RADIOMIR,PAM01243,10300.0,USA,6577.56,Japan,3722.4399999999996
RADIOMIR,PAM02020,8400.0,USA,5262.048,Japan,3137.952
SUBMERSIBLE,PAM00614,12424.28,Japan,12424.28,Japan,0.0
SUBMERSIBLE,PAM00615,13739.792,Japan,13739.792,Japan,0.0
SUBMERSIBLE,PAM00616,22000.0,USA,14032.128,Japan,7967.871999999999
SUBMERSIBLE,PAM00683,12600.0,USA,8039.24,Japan,4560.76
SUBMERSIBLE,PAM00692,17200.0,USA,10889.516,Japan,6310.484
SUBMERSIBLE,PAM00799,19400.0,USA,12278.112,Japan,7121.888000000001
SUBMERSIBLE,PAM00959,8039.24,Japan,8039.24,Japan,0.0
SUBMERSIBLE,PAM00960,22000.0,USA,14032.128,Japan,7967.871999999999
SUBMERSIBLE,PAM00961,52000.0,USA,33033.968,Japan,18966.032
SUBMERSIBLE,PAM00968,20900.0,USA,13666.708,Japan,7233.2919999999995
SUBMERSIBLE,PAM00973,11300.0,USA,7162.232,Japan,4137.768
SUBMERSIBLE,PAM00974,34500.0,USA,27522.9,France,6977.0999999999985
SUBMERSIBLE,PAM00979,24600.0,USA,15639.976,Japan,8960.024
SUBMERSIBLE,PAM00982,24600.0,USA,15639.976,Japan,8960.024
SUBMERSIBLE,PAM00983,50600.0,USA,31718.456,Japan,18881.544
SUBMERSIBLE,PAM00984,25900.0,USA,16736.236,Japan,9163.764
SUBMERSIBLE,PAM00985,52000.0,USA,33033.968,Japan,18966.032
SUBMERSIBLE,PAM01039,27400.0,USA,17467.076,Japan,9932.923999999999
SUBMERSIBLE,PAM01068,13700.0,USA,8770.08,Japan,4929.92
SUBMERSIBLE,PAM01070,39000.0,USA,24044.636,Japan,14955.364000000001
SUBMERSIBLE,PAM01074,20200.0,USA,12716.616,Japan,7483.384
SUBMERSIBLE,PAM01108,247700.0,USA,197334.0,France,50366.0
SUBMERSIBLE,PAM01163,38500.0,USA,30638.7,France,7861.299999999999
SUBMERSIBLE,PAM01164,35400.0,USA,22509.872,Japan,12890.128
SUBMERSIBLE,PAM01209,12400.0,USA,7893.072,Japan,4506.928
SUBMERSIBLE,PAM01223,11300.0,USA,7162.232,Japan,4137.768
SUBMERSIBLE,PAM01225,78300.0,USA,49550.952,Japan,28749.048000000003
SUBMERSIBLE,PAM01240,58800.0,USA,37272.84,Japan,21527.160000000003
SUBMERSIBLE,PAM01291,25900.0,USA,16736.236,Japan,9163.764
SUBMERSIBLE,PAM01305,12500.0,USA,7966.156,Japan,4533.844
SUBMERSIBLE,PAM01389,15000.0,USA,9208.584,Japan,5791.415999999999
SUBMERSIBLE,PAM01616,22600.0,USA,14470.632,Japan,8129.368
